"Variables ->","rgdp_sa","rgdp_noil_sa","rgdp_tradable_sa","rgdp_ntradable_sa","gdp_nom_sa","gdp_nom_noil_sa","gdp_nom_tradable_sa","gdp_nom_ntradable_sa","gdp_def_sa","gdp_noil_def_sa","gdp_tradable_def_sa","gdp_ntradable_def_sa","rgdp_tradable_def_sa","rgdp_ntradable_def_sa","cons_sa","inv_sa","gov_sa","ex_sa","im_sa","of_sa","fut_sa","oil_prod_sa","oil_price_sa","real_oil_price_sa","cpi_sa","inf_sa","noil_inf_sa","tradable_inf_su","non0x2Dtradable_inf_su","cpi_us_sa","w_nom_sa","real_w_nom_sa","lf_sa","gov_dep_sa","nfa_sa","res_mon_sa","mu_sa","fx_rate_sa","len_i_rate_sa","neer_sa","n_o_import_neer_sa","tp_cpi_sa","rate_aver","rate_1m","rate_1m3m","rate_3m6m","rate_6m9m","rate_9m12m","rate1y3y","rate3y5y","ref_r","r_us"
"Comments ->","Real Gross Domestic Product","Real Non-Oil Gross Domestic Product","Real Tradable Gross Domestic Product","Real Non-tradable Gross Domestic Product","Nominal Gross Domestic Product","Nominal Non-Oil Gross Domestic Product","Nominal Tradable Gross Domestic Product","Nominal Non-tradable Gross Domestic Product","Gross Domestic Product Deflator","Non-oil Gross Domestic Product Deflator","Tradable Gross Domestic Product Deflator","Non-tradable Gross Domestic Product Deflator","Tradable Gross Domestic Product Deflator","Non-tradable Gross Domestic Product Deflator","Consumption","Investment","Government Spending","Export","Import","Oil Fund's Assets","Oil Fund's Transfers","Oil Production","Spot Prices of Brent (Europe) Crude Oil","Spot Prices of Brent (Europe) Crude Oil","Consumer Price Index","Inflation","Non-oil inflation","Tradable Inflation","Non Tradable Inflation","US Consumer Price Index","Average Nominal Wage","Average Nominal Wage","Labor Force","Government Deposits","Net Foreign Assets","Reserve Money","Monetary Policy ?ndicator","Exchange Rate","Loans in national currency 9-12 months","NEER","Non Oil Import NEER","Trade Partner's CPI","Average credit rate","up to 1 month","1 month -3 month","3 month - 6 month","6 month - 9 month","9 month -12 month","1 year - 3 years","3 years - 5 years","Refinancing (policy) rate","3-Month Treasury Bill Secondary Market Rate"
"2004Q3",2.51455000e+03,1.47220000e+03,4.42350000e+02,1.03216000e+03,2.11969000e+03,1.36968000e+03,4.21130000e+02,9.56760000e+02,8.60500000e+01,9.37800000e+01,9.49300000e+01,9.28100000e+01,8.69800000e+01,8.65300000e+01,1.20163000e+03,1.25811000e+03,2.76960000e+02,1.18725000e+03,1.63098000e+03,8.57700000e+02,3.80000000e+01,3.80000000e+03,4.15900000e+01,2.19400000e+01,1.06760000e+02,1.02140000e+02,1.02270000e+02,1.04190000e+02,1.02190000e+02,1.89370000e+02,8.71700000e+01,8.80000000e-01,3.81105000e+03,-1.43750000e+02,7.28050000e+02,6.82720000e+02,9.91800000e+01,9.90000000e-01,NaN,8.56000000e+01,9.34900000e+01,1.44890000e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.48666667e+00
"2004Q4",2.61241000e+03,1.49708000e+03,4.51990000e+02,1.04494000e+03,2.38484000e+03,1.44167000e+03,4.15750000e+02,1.00425000e+03,9.34300000e+01,9.74300000e+01,9.26700000e+01,9.89100000e+01,8.39300000e+01,8.74800000e+01,1.22838000e+03,1.32737000e+03,2.93090000e+02,1.02002000e+03,1.55752000e+03,9.70500000e+02,3.20000000e+01,4.00000000e+03,4.41600000e+01,2.31500000e+01,1.13370000e+02,1.10650000e+02,1.02920000e+02,9.84400000e+01,1.03340000e+02,1.91400000e+02,8.77100000e+01,8.70000000e-01,3.81997000e+03,-9.38100000e+01,8.49510000e+02,7.59380000e+02,7.79300000e+01,9.80000000e-01,NaN,8.02500000e+01,9.00000000e+01,1.48210000e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00666667e+00
"2005Q1",2.80926000e+03,1.51891000e+03,4.62450000e+02,1.05202000e+03,2.65938000e+03,1.46453000e+03,4.45160000e+02,1.02908000e+03,9.63900000e+01,9.82900000e+01,9.73900000e+01,9.83500000e+01,8.32800000e+01,8.39600000e+01,1.30801000e+03,1.33827000e+03,3.04980000e+02,1.55052000e+03,1.70931000e+03,9.94000000e+02,3.80000000e+01,4.30000000e+03,4.76400000e+01,2.48200000e+01,1.15630000e+02,9.96200000e+01,1.02630000e+02,1.06940000e+02,1.02350000e+02,1.92370000e+02,9.06300000e+01,9.00000000e-01,3.84749000e+03,-1.38920000e+02,7.50850000e+02,6.97580000e+02,3.82100000e+01,9.70000000e-01,1.70000000e+01,8.09400000e+01,9.04600000e+01,1.51010000e+02,1.72333333e+01,1.98233333e+01,2.03533333e+01,1.90333333e+01,1.44666667e+01,1.71800000e+01,1.60166667e+01,1.60333333e+01,7.00000000e+00,2.53666667e+00
"2005Q2",3.02324000e+03,1.56122000e+03,4.80940000e+02,1.08253000e+03,2.88418000e+03,1.51488000e+03,4.71780000e+02,1.05607000e+03,9.69100000e+01,9.84200000e+01,9.91400000e+01,9.79000000e+01,8.34900000e+01,8.40900000e+01,1.28043000e+03,1.31182000e+03,3.09160000e+02,1.80217000e+03,1.70404000e+03,1.12130000e+03,3.80000000e+01,5.30000000e+03,5.16100000e+01,2.65300000e+01,1.18930000e+02,1.02990000e+02,1.02720000e+02,1.02440000e+02,1.03100000e+02,1.93670000e+02,9.30900000e+01,9.20000000e-01,3.88741000e+03,-1.30000000e+00,8.26450000e+02,7.65880000e+02,-7.98100000e+01,9.60000000e-01,1.81300000e+01,8.75900000e+01,9.51900000e+01,1.53450000e+02,1.67833333e+01,2.07000000e+01,2.10666667e+01,1.88766667e+01,1.58633333e+01,1.81300000e+01,1.49066667e+01,1.15233333e+01,7.50000000e+00,2.86333333e+00
"2005Q3",3.25672000e+03,1.60590000e+03,4.95190000e+02,1.10872000e+03,3.30753000e+03,1.64175000e+03,4.91820000e+02,1.16572000e+03,1.03760000e+02,1.03610000e+02,9.99600000e+01,1.05580000e+02,8.40600000e+01,8.79600000e+01,1.32199000e+03,1.32452000e+03,3.38960000e+02,2.15601000e+03,1.64044000e+03,1.27300000e+03,1.60000000e+01,5.90000000e+03,6.15600000e+01,3.12700000e+01,1.19250000e+02,1.14330000e+02,1.03620000e+02,1.01150000e+02,1.04360000e+02,1.96600000e+02,9.62300000e+01,9.60000000e-01,3.89478000e+03,-9.04700000e+01,8.70280000e+02,8.22590000e+02,4.29700000e+01,9.40000000e-01,1.76200000e+01,9.00200000e+01,9.73500000e+01,1.55840000e+02,1.59500000e+01,1.74666667e+01,2.16633333e+01,1.72600000e+01,1.65766667e+01,1.74366667e+01,1.36066667e+01,1.01233333e+01,8.00000000e+00,3.36000000e+00
"2005Q4",3.52288000e+03,1.65678000e+03,5.11020000e+02,1.14823000e+03,3.60145000e+03,1.67739000e+03,5.37440000e+02,1.10580000e+03,1.05590000e+02,1.02260000e+02,1.04830000e+02,1.01280000e+02,8.69000000e+01,8.45100000e+01,1.37368000e+03,1.28050000e+03,3.45790000e+02,2.34168000e+03,1.60157000e+03,1.39400000e+03,5.90000000e+01,6.70000000e+03,5.69200000e+01,2.87700000e+01,1.19870000e+02,1.03000000e+02,1.03510000e+02,1.07570000e+02,1.03470000e+02,1.98430000e+02,1.00080000e+02,1.00000000e+00,3.90283000e+03,-1.58070000e+02,9.30130000e+02,8.04770000e+02,1.13750000e+02,9.20000000e-01,1.55600000e+01,9.21200000e+01,1.00760000e+02,1.58030000e+02,1.55766667e+01,1.62966667e+01,1.67833333e+01,1.49400000e+01,1.49700000e+01,1.59700000e+01,1.55033333e+01,1.32433333e+01,9.00000000e+00,3.82666667e+00
"2006Q1",3.84189000e+03,1.70983000e+03,5.12120000e+02,1.20049000e+03,3.83438000e+03,1.86565000e+03,5.73380000e+02,1.32157000e+03,1.00240000e+02,1.09520000e+02,1.11730000e+02,1.08740000e+02,9.00900000e+01,8.95000000e+01,1.28381000e+03,1.32875000e+03,3.76130000e+02,2.70512000e+03,1.67580000e+03,1.46400000e+03,1.25000000e+02,6.90000000e+03,6.18400000e+01,3.10900000e+01,1.22080000e+02,9.11000000e+01,1.05070000e+02,1.08120000e+02,1.05530000e+02,1.99470000e+02,1.02480000e+02,1.02000000e+00,3.91275000e+03,-1.48360000e+02,9.09440000e+02,8.86820000e+02,6.51000000e+01,9.10000000e-01,1.58500000e+01,9.17100000e+01,1.00450000e+02,1.60870000e+02,1.66666667e+01,2.07433333e+01,2.06866667e+01,1.80166667e+01,1.50866667e+01,1.54366667e+01,1.65833333e+01,1.34000000e+01,9.00000000e+00,4.39333333e+00
"2006Q2",4.09590000e+03,1.74825000e+03,5.12730000e+02,1.23198000e+03,4.21645000e+03,1.97387000e+03,5.76690000e+02,1.41564000e+03,1.04710000e+02,1.14430000e+02,1.13520000e+02,1.14500000e+02,8.99400000e+01,9.01900000e+01,1.46472000e+03,1.37975000e+03,3.96660000e+02,2.89935000e+03,1.79216000e+03,1.57900000e+03,1.01000000e+02,7.60000000e+03,6.98500000e+01,3.45300000e+01,1.26510000e+02,1.06730000e+02,1.05370000e+02,1.01960000e+02,1.05500000e+02,2.01270000e+02,1.04670000e+02,1.05000000e+00,3.92307000e+03,-1.65600000e+01,1.27992000e+03,1.11522000e+03,-1.79680000e+02,9.00000000e-01,1.79500000e+01,9.09000000e+01,9.97700000e+01,1.63730000e+02,1.70300000e+01,1.96933333e+01,2.02666667e+01,1.95866667e+01,1.67266667e+01,1.79500000e+01,1.77366667e+01,8.41666667e+00,9.00000000e+00,4.70333333e+00
"2006Q3",4.36886000e+03,1.78942000e+03,5.17770000e+02,1.27400000e+03,5.22236000e+03,2.05389000e+03,5.84270000e+02,1.47748000e+03,1.22520000e+02,1.16610000e+02,1.15860000e+02,1.16980000e+02,9.12200000e+01,8.96700000e+01,2.12121000e+03,1.41010000e+03,3.88890000e+02,3.30511000e+03,1.86838000e+03,1.56900000e+03,2.29000000e+02,8.60000000e+03,7.00900000e+01,3.44500000e+01,1.30650000e+02,1.24610000e+02,1.05570000e+02,1.01280000e+02,1.05380000e+02,2.03170000e+02,1.06450000e+02,1.07000000e+00,3.93310000e+03,-1.09370000e+02,1.41006000e+03,1.32788000e+03,2.44100000e+01,8.80000000e-01,1.80000000e+01,9.17300000e+01,9.99300000e+01,1.66380000e+02,1.71900000e+01,1.87033333e+01,1.76833333e+01,1.81100000e+01,1.52933333e+01,1.84833333e+01,1.91133333e+01,8.79333333e+00,9.50000000e+00,4.90666667e+00
"2006Q4",4.59942000e+03,1.82778000e+03,5.19020000e+02,1.30713000e+03,5.41477000e+03,2.27928000e+03,6.95020000e+02,1.58012000e+03,1.22020000e+02,1.28340000e+02,1.34000000e+02,1.26010000e+02,9.55100000e+01,9.35500000e+01,2.08848000e+03,1.45732000e+03,4.21560000e+02,3.58427000e+03,1.87441000e+03,1.45450000e+03,1.30000000e+02,9.20000000e+03,5.97100000e+01,2.96000000e+01,1.33160000e+02,1.01010000e+02,1.06770000e+02,1.20630000e+02,1.06550000e+02,2.02330000e+02,1.08260000e+02,1.08000000e+00,4.01832000e+03,-7.38000000e+01,2.07059000e+03,1.85389000e+03,4.77900000e+01,8.70000000e-01,1.80900000e+01,9.00300000e+01,1.00250000e+02,1.69150000e+02,1.70966667e+01,1.54666667e+01,2.09333333e+01,1.88933333e+01,1.48766667e+01,1.85700000e+01,1.77433333e+01,9.50666667e+00,9.50000000e+00,4.90333333e+00
"2007Q1",4.97906000e+03,1.87452000e+03,5.37640000e+02,1.34235000e+03,6.23846000e+03,2.46826000e+03,7.21670000e+02,1.75764000e+03,1.26010000e+02,1.29690000e+02,1.33710000e+02,1.28350000e+02,9.66300000e+01,9.11000000e+01,2.26836000e+03,1.44296000e+03,5.28950000e+02,3.99131000e+03,1.90547000e+03,1.72030000e+03,1.12500000e+02,1.05000000e+04,5.81500000e+01,2.85400000e+01,1.42620000e+02,1.01780000e+02,1.06380000e+02,9.99700000e+01,1.06300000e+02,2.04320000e+02,1.10640000e+02,1.11000000e+00,4.11219000e+03,-8.41700000e+01,1.88196000e+03,1.92242000e+03,5.90000000e-01,8.70000000e-01,1.98200000e+01,9.01200000e+01,1.00650000e+02,1.71530000e+02,1.64466667e+01,1.60100000e+01,1.27366667e+01,1.89366667e+01,1.91600000e+01,1.93100000e+01,1.75866667e+01,1.33300000e+01,9.50000000e+00,4.98333333e+00
"2007Q2",5.15739000e+03,1.92855000e+03,5.41850000e+02,1.39030000e+03,6.82761000e+03,2.67928000e+03,7.88440000e+02,1.89631000e+03,1.34600000e+02,1.39980000e+02,1.45230000e+02,1.36970000e+02,9.96000000e+01,9.37200000e+01,2.27731000e+03,1.51346000e+03,6.67910000e+02,4.57735000e+03,1.96606000e+03,1.92420000e+03,1.12000000e+02,1.07000000e+04,6.87700000e+01,3.31200000e+01,1.46080000e+02,1.08190000e+02,1.07600000e+02,1.09880000e+02,1.07420000e+02,2.06630000e+02,1.14690000e+02,1.14000000e+00,4.28377000e+03,-4.50100000e+01,2.29357000e+03,2.29358000e+03,-2.25300000e+01,8.60000000e-01,2.10200000e+01,8.99700000e+01,9.91700000e+01,1.74710000e+02,1.79400000e+01,1.58833333e+01,2.05733333e+01,1.92033333e+01,1.84633333e+01,2.10200000e+01,1.89300000e+01,1.46600000e+01,1.23333333e+01,4.73666667e+00
"2007Q3",5.36649000e+03,1.98900000e+03,5.49780000e+02,1.43954000e+03,7.07528000e+03,2.90692000e+03,8.31130000e+02,2.06898000e+03,1.34310000e+02,1.50570000e+02,1.54230000e+02,1.47850000e+02,1.01980000e+02,9.79400000e+01,2.44207000e+03,1.56154000e+03,7.22880000e+02,4.96339000e+03,2.01082000e+03,2.16650000e+03,2.44000000e+02,1.00000000e+04,7.50500000e+01,3.60400000e+01,1.51050000e+02,1.02610000e+02,1.08060000e+02,1.06330000e+02,1.08470000e+02,2.07940000e+02,1.17670000e+02,1.16000000e+00,4.28932000e+03,-1.05060000e+02,2.80105000e+03,2.64575000e+03,-6.31300000e+01,8.60000000e-01,2.91800000e+01,8.80600000e+01,9.66700000e+01,1.78140000e+02,2.06533333e+01,1.72400000e+01,2.16033333e+01,1.82866667e+01,2.05300000e+01,2.99566667e+01,2.01133333e+01,1.23666667e+01,1.30000000e+01,4.30333333e+00
"2007Q4",5.56054000e+03,2.05907000e+03,5.59330000e+02,1.49972000e+03,8.36615000e+03,3.13874000e+03,9.05560000e+02,2.24591000e+03,1.55110000e+02,1.60980000e+02,1.64560000e+02,1.59260000e+02,1.01100000e+02,9.99500000e+01,2.61885000e+03,1.64513000e+03,7.47330000e+02,5.91724000e+03,2.14425000e+03,2.47540000e+03,1.16000000e+02,1.13000000e+04,8.89600000e+01,4.24200000e+01,1.57940000e+02,1.16520000e+02,1.08080000e+02,1.08940000e+02,1.08410000e+02,2.10490000e+02,1.28720000e+02,1.28000000e+00,4.29545000e+03,-3.33800000e+01,3.52737000e+03,3.12715000e+03,-5.31800000e+01,8.50000000e-01,2.17300000e+01,8.54300000e+01,9.59300000e+01,1.83770000e+02,1.89166667e+01,1.63866667e+01,2.08566667e+01,1.82033333e+01,1.88033333e+01,2.15033333e+01,1.98366667e+01,1.38766667e+01,1.30000000e+01,3.39000000e+00
"2008Q1",5.61770000e+03,2.14265000e+03,5.69980000e+02,1.57613000e+03,9.57889000e+03,3.93829000e+03,9.60060000e+02,2.94175000e+03,1.73210000e+02,1.75970000e+02,1.67080000e+02,1.77470000e+02,1.00620000e+02,1.03490000e+02,3.06410000e+03,1.76554000e+03,7.61300000e+02,6.41597000e+03,2.26421000e+03,3.33580000e+03,3.90000000e+02,1.18000000e+04,9.66500000e+01,4.55700000e+01,1.66730000e+02,1.15610000e+02,1.08220000e+02,1.02450000e+02,1.07930000e+02,2.12770000e+02,1.34180000e+02,1.37000000e+00,4.29917000e+03,-2.04170000e+02,3.88250000e+03,3.68840000e+03,-2.10370000e+02,8.40000000e-01,2.21300000e+01,8.25800000e+01,9.43900000e+01,1.88660000e+02,1.99400000e+01,1.88133333e+01,1.96966667e+01,1.89066667e+01,2.16133333e+01,2.21266667e+01,2.05866667e+01,1.58633333e+01,1.30000000e+01,2.04333333e+00
"2008Q2",5.77941000e+03,2.22385000e+03,5.77910000e+02,1.64716000e+03,1.02018100e+04,4.05405000e+03,1.04759000e+03,3.00601000e+03,1.79760000e+02,1.81790000e+02,1.80840000e+02,1.81080000e+02,1.01250000e+02,1.02020000e+02,3.25824000e+03,1.83037000e+03,8.14440000e+02,6.64623000e+03,2.39833000e+03,6.76210000e+03,8.80000000e+02,1.24000000e+04,1.22250000e+02,5.64000000e+01,1.81200000e+02,1.05470000e+02,1.07520000e+02,1.10000000e+02,1.06280000e+02,2.15540000e+02,1.34330000e+02,1.34000000e+00,4.30564000e+03,-5.22980000e+02,4.43583000e+03,4.08006000e+03,4.61300000e+01,8.30000000e-01,2.08100000e+01,8.46200000e+01,9.55900000e+01,1.94270000e+02,1.92933333e+01,2.36266667e+01,1.75500000e+01,1.90533333e+01,1.90133333e+01,2.08100000e+01,1.95133333e+01,1.48733333e+01,1.43333333e+01,1.62666667e+00
"2008Q3",5.92069000e+03,2.30309000e+03,5.80740000e+02,1.72342000e+03,1.03689200e+04,4.12427000e+03,1.06703000e+03,3.06227000e+03,1.77960000e+02,1.84570000e+02,1.84850000e+02,1.82590000e+02,1.01210000e+02,9.90100000e+01,3.34542000e+03,1.95212000e+03,8.73410000e+02,6.85593000e+03,2.29056000e+03,1.03822000e+04,9.20000000e+02,1.07000000e+04,1.15610000e+02,5.27200000e+01,1.86830000e+02,9.84300000e+01,1.01800000e+02,1.03180000e+02,1.04470000e+02,2.18860000e+02,1.38850000e+02,1.38000000e+00,4.31068000e+03,-4.29000000e+02,4.73919000e+03,4.47941000e+03,1.43230000e+02,8.20000000e-01,2.14400000e+01,9.01900000e+01,1.00330000e+02,1.98020000e+02,2.06266667e+01,1.99766667e+01,2.28566667e+01,1.81700000e+01,2.00533333e+01,2.12233333e+01,2.16933333e+01,1.58400000e+01,1.50000000e+01,1.49333333e+00
"2008Q4",5.93735000e+03,2.38353000e+03,5.93010000e+02,1.79138000e+03,9.89715000e+03,4.14198000e+03,9.70330000e+02,3.15091000e+03,1.70770000e+02,1.83320000e+02,1.69890000e+02,1.86480000e+02,8.82500000e+01,1.00260000e+02,3.57971000e+03,1.95670000e+03,9.05040000e+02,6.18490000e+03,2.36840000e+03,1.12192000e+04,1.61000000e+03,9.50000000e+03,5.57800000e+01,2.61800000e+01,1.87240000e+02,9.59400000e+01,1.01890000e+02,9.20600000e+01,1.03760000e+02,2.13850000e+02,1.43140000e+02,1.42000000e+00,4.31581000e+03,-5.21930000e+02,5.11266000e+03,4.52812000e+03,3.73160000e+02,8.10000000e-01,1.90400000e+01,1.00150000e+02,1.15940000e+02,1.99800000e+02,1.83600000e+01,2.03633333e+01,2.20100000e+01,1.83100000e+01,1.49600000e+01,1.88366667e+01,2.10133333e+01,1.25800000e+01,1.00000000e+01,2.96666667e-01
"2009Q1",6.13937000e+03,2.20220000e+03,5.41540000e+02,1.65720000e+03,7.47505000e+03,4.32488000e+03,1.03541000e+03,3.27854000e+03,1.24360000e+02,1.92590000e+02,1.88780000e+02,1.92770000e+02,1.03300000e+02,1.05890000e+02,3.49476000e+03,1.60616000e+03,9.24550000e+02,3.76086000e+03,2.02088000e+03,1.08639000e+04,1.33000000e+03,1.14000000e+04,4.49300000e+01,2.11900000e+01,1.80660000e+02,7.71000000e+01,1.02550000e+02,1.13790000e+02,1.03320000e+02,2.12380000e+02,1.58810000e+02,1.60000000e+00,4.32094000e+03,-9.36260000e+02,4.13014000e+03,3.96540000e+03,5.57960000e+02,8.00000000e-01,2.03700000e+01,1.08050000e+02,1.29220000e+02,2.04100000e+02,2.01866667e+01,2.07800000e+01,2.14366667e+01,2.06100000e+01,2.12200000e+01,2.05933333e+01,2.13066667e+01,1.42766667e+01,5.33333333e+00,2.13333333e-01
"2009Q2",6.25782000e+03,2.26758000e+03,5.52210000e+02,1.71404000e+03,8.34445000e+03,4.31501000e+03,9.91280000e+02,3.31548000e+03,1.36410000e+02,1.90380000e+02,1.79990000e+02,1.93000000e+02,1.01540000e+02,1.05790000e+02,3.68509000e+03,1.60012000e+03,9.69290000e+02,4.35752000e+03,2.02930000e+03,1.18864000e+04,1.20000000e+03,1.34000000e+04,5.91800000e+01,2.76200000e+01,1.79880000e+02,1.11490000e+02,1.02050000e+02,9.58500000e+01,1.02140000e+02,2.13510000e+02,1.62520000e+02,1.62000000e+00,4.32431000e+03,-8.86500000e+02,4.17520000e+03,4.05928000e+03,6.46900000e+02,8.00000000e-01,2.03400000e+01,1.00680000e+02,1.18580000e+02,2.07140000e+02,1.90400000e+01,1.98433333e+01,2.18300000e+01,1.44166667e+01,2.07466667e+01,2.03433333e+01,2.18300000e+01,1.24400000e+01,2.33333333e+00,1.73333333e-01
"2009Q3",6.37381000e+03,2.33102000e+03,5.65270000e+02,1.76970000e+03,9.44549000e+03,4.45893000e+03,1.02705000e+03,3.44030000e+03,1.51100000e+02,1.94390000e+02,1.81970000e+02,1.98060000e+02,1.00280000e+02,1.07580000e+02,3.99825000e+03,1.70876000e+03,1.00750000e+03,4.66740000e+03,2.12290000e+03,1.33375000e+04,1.15500000e+03,1.30000000e+04,6.83700000e+01,3.16900000e+01,1.84980000e+02,1.09470000e+02,1.02040000e+02,1.02360000e+02,1.02070000e+02,2.15350000e+02,1.61880000e+02,1.62000000e+00,4.32771000e+03,-1.26140000e+03,3.88689000e+03,4.21805000e+03,1.55512000e+03,8.00000000e-01,2.28300000e+01,9.89500000e+01,1.17160000e+02,2.09370000e+02,1.57666667e+01,2.12700000e+01,2.00766667e+01,1.26933333e+01,2.10300000e+01,2.25866667e+01,1.59666667e+01,1.10666667e+01,2.00000000e+00,1.56666667e-01
"2009Q4",6.56379000e+03,2.37746000e+03,5.58990000e+02,1.81447000e+03,1.01775200e+04,4.55262000e+03,1.06913000e+03,3.49512000e+03,1.56600000e+02,1.97290000e+02,1.92910000e+02,1.98030000e+02,1.00390000e+02,1.06660000e+02,3.94849000e+03,1.87408000e+03,1.03498000e+03,5.24671000e+03,2.03327000e+03,1.49004000e+04,1.23000000e+03,1.26000000e+04,7.49800000e+01,3.46900000e+01,1.86300000e+02,1.03100000e+02,1.01890000e+02,1.07660000e+02,1.01520000e+02,2.17030000e+02,1.61540000e+02,1.61000000e+00,4.33032000e+03,-8.70500000e+02,4.25716000e+03,4.50177000e+03,1.52105000e+03,8.00000000e-01,2.19000000e+01,9.83400000e+01,1.17350000e+02,2.11810000e+02,1.66733333e+01,1.47866667e+01,2.04366667e+01,1.19066667e+01,2.28933333e+01,2.16666667e+01,1.89566667e+01,1.16133333e+01,2.00000000e+00,5.66666667e-02
"2010Q1",6.60553000e+03,2.43871000e+03,5.61980000e+02,1.87930000e+03,1.03551300e+04,4.65728000e+03,1.03244000e+03,3.61169000e+03,1.60550000e+02,1.91230000e+02,1.85270000e+02,1.92360000e+02,9.95700000e+01,1.02100000e+02,4.15356000e+03,1.92151000e+03,1.11275000e+03,5.27596000e+03,2.22282000e+03,1.62433000e+04,1.22500000e+03,1.23000000e+04,7.66700000e+01,3.53300000e+01,1.87530000e+02,1.09790000e+02,1.01570000e+02,9.65200000e+01,1.01330000e+02,2.17370000e+02,1.60790000e+02,1.61000000e+00,4.33348000e+03,-1.17382000e+03,4.70207000e+03,5.15445000e+03,1.38844000e+03,8.00000000e-01,2.22400000e+01,1.02170000e+02,1.19630000e+02,2.15760000e+02,2.00400000e+01,1.96666667e+01,1.94800000e+01,1.88766667e+01,2.27333333e+01,2.24700000e+01,2.16100000e+01,1.12400000e+01,2.00000000e+00,1.06666667e-01
"2010Q2",6.61750000e+03,2.48450000e+03,5.63130000e+02,1.91890000e+03,1.06769900e+04,4.88306000e+03,1.06102000e+03,3.80725000e+03,1.65510000e+02,1.98160000e+02,1.90240000e+02,1.99150000e+02,9.98800000e+01,1.04360000e+02,4.11596000e+03,2.15498000e+03,1.16740000e+03,5.50225000e+03,1.97627000e+03,1.81223000e+04,1.23000000e+03,1.30000000e+04,7.86700000e+01,3.60800000e+01,1.90800000e+02,1.04580000e+02,1.02890000e+02,1.04000000e+02,1.03210000e+02,2.17300000e+02,1.61370000e+02,1.61000000e+00,4.33678000e+03,-1.24727000e+03,4.48287000e+03,5.29141000e+03,1.90170000e+03,8.00000000e-01,2.21600000e+01,1.09270000e+02,1.23460000e+02,2.17220000e+02,1.79966667e+01,1.92700000e+01,2.13933333e+01,1.38200000e+01,2.09733333e+01,2.21566667e+01,2.00900000e+01,1.23133333e+01,2.00000000e+00,1.46666667e-01
"2010Q3",6.64872000e+03,2.54004000e+03,5.65310000e+02,1.97301000e+03,1.03359200e+04,5.08778000e+03,1.09657000e+03,3.98666000e+03,1.58810000e+02,2.03680000e+02,1.95590000e+02,2.04770000e+02,1.00440000e+02,1.05040000e+02,3.97978000e+03,2.16343000e+03,1.15433000e+03,6.00084000e+03,2.25361000e+03,2.17208000e+04,1.17000000e+03,1.30000000e+04,7.64100000e+01,3.50100000e+01,1.95100000e+02,9.43400000e+01,1.03230000e+02,1.04360000e+02,1.03700000e+02,2.17940000e+02,1.62450000e+02,1.62000000e+00,4.34004000e+03,-1.24973000e+03,5.09790000e+03,5.57829000e+03,1.66789000e+03,8.00000000e-01,2.06000000e+01,1.04670000e+02,1.19050000e+02,2.22030000e+02,1.82433333e+01,1.84566667e+01,1.79066667e+01,1.66700000e+01,7.89333333e+00,2.03800000e+01,2.12500000e+01,1.37800000e+01,2.00000000e+00,1.56666667e-01
"2010Q4",6.76123000e+03,2.61212000e+03,5.83120000e+02,2.03584000e+03,1.11044000e+04,5.37790000e+03,1.17182000e+03,4.21847000e+03,1.65780000e+02,2.08320000e+02,2.01530000e+02,2.09810000e+02,9.90800000e+01,1.05220000e+02,4.50969000e+03,1.58203000e+03,1.13752000e+03,5.92279000e+03,2.28086000e+03,2.27668000e+04,2.29000000e+03,1.25000000e+04,8.68000000e+01,3.96500000e+01,1.99680000e+02,1.03450000e+02,1.03420000e+02,1.04390000e+02,1.04100000e+02,2.19700000e+02,1.63170000e+02,1.63000000e+00,4.34373000e+03,-9.32150000e+02,5.48833000e+03,6.01829000e+03,1.96473000e+03,8.00000000e-01,1.79200000e+01,1.04240000e+02,1.21470000e+02,2.25630000e+02,1.76266667e+01,1.57900000e+01,1.73366667e+01,1.70766667e+01,1.66100000e+01,1.77333333e+01,1.97400000e+01,1.67300000e+01,2.66666667e+00,1.36666667e-01
"2011Q1",6.55140000e+03,2.66627000e+03,5.89320000e+02,2.07405000e+03,1.16560400e+04,5.71270000e+03,1.13581000e+03,4.54450000e+03,1.82500000e+02,2.19040000e+02,1.93500000e+02,2.24300000e+02,9.58100000e+01,1.09310000e+02,4.37366000e+03,2.38846000e+03,1.15566000e+03,6.66480000e+03,2.85169000e+03,2.57969000e+04,1.33000000e+03,1.20000000e+04,1.04900000e+02,4.73200000e+01,2.05360000e+02,1.18070000e+02,1.03510000e+02,9.64100000e+01,1.04500000e+02,2.22050000e+02,1.62920000e+02,1.63000000e+00,4.32077000e+03,-1.25249000e+03,5.82597000e+03,6.54504000e+03,1.70946000e+03,8.00000000e-01,2.02400000e+01,1.01320000e+02,1.19620000e+02,2.30610000e+02,1.84133333e+01,1.21933333e+01,1.69166667e+01,1.67000000e+01,1.93400000e+01,2.04500000e+01,1.97766667e+01,1.61866667e+01,3.66666667e+00,1.26666667e-01
